Datetime,Activity_Type,Heart rate,Calories burned,Exercise duration,Sleep duration,Sleep type duration,Floors climbed
9,Running,158,10,10610,0,0,0
10,Light Sleep,77,0,0,16,29,0
10,Floors Climbed,68,0,0,0,0,1
11,Light Sleep,78,0,0,15,28,0
11,Running,162,10,12256,0,0,0
11,No Physical Activity,68,0,0,0,0,0
12,Light Sleep,79,0,0,14,26,0
12,Light Sleep,78,0,0,15,27,0
13,Light Sleep,79,0,0,13,24,0
13,Running,166,10,15453,0,0,0
13,No Physical Activity,72,0,0,0,0,0
14,Light Sleep,80,0,0,12,23,0
15,Light Sleep,80,0,0,11,22,0
15,Running,168,20,20977,0,0,0
16,Light Sleep,80,0,0,10,19,0
16,No Physical Activity,78,0,0,0,0,0
16,Light Sleep,80,0,0,10,20,0
17,Running,170,30,26764,0,0,0
17,Light Sleep,81,0,0,9,19,0
18,Light Sleep,81,0,0,8,17,0
18,Light Sleep,81,0,0,9,18,0
19,No Physical Activity,83,0,0,0,0,0
19,Light Sleep,81,0,0,7,14,0
19,Light Sleep,81,0,0,8,16,0
20,Light Sleep,78,0,0,5,8,0
20,Light Sleep,80,0,0,7,13,0
20,Running,170,30,27770,0,0,0
21,Running,168,15,16013,0,0,0
21,Light Sleep,79,0,0,4,8,0
21,Running,168,30,25435,0,0,0
10,Floors Climbed,68,0,0,0,0,1
12,No Physical Activity,70,0,0,0,0,0
19,Running,154,10,20152,0,0,0
20,Running,160,10,11409,0,0,0
22,Running,171,25,35446,0,0,0
22,Running,164,20,20934,0,0,0
11,Running,154,10,10885,0,0,0
0,Floors Climbed,55,0,0,0,0,1
0,Floors Climbed,53,0,0,0,0,1
0,Floors Climbed,51,0,0,0,0,1
0,Floors Climbed,50,0,0,0,0,1
0,Light Sleep,50,0,0,11,8,0
0,No Physical Activity,60,0,0,0,0,0
0,Light Sleep,50,0,0,8,5,0
0,Floors Climbed,56,0,0,0,0,1
0,Light Sleep,50,0,0,5,2,0
0,Floors Climbed,53,0,0,0,0,1
0,Light Sleep,50,0,0,2,0,0
1,Floors Climbed,62,0,0,0,0,1
1,Floors Climbed,59,0,0,0,0,1
2,Floors Climbed,65,0,0,0,0,1
2,Running,130,10,6586,0,0,0
3,Floors Climbed,68,0,0,0,0,1
4,Light Sleep,70,0,0,21,40,0
5,Light Sleep,72,0,0,22,41,0
5,Running,142,10,8734,0,0,0
7,Light Sleep,74,0,0,21,40,0
9,Light Sleep,75,0,0,19,35,0
11,Light Sleep,75,0,0,15,30,0
12,Light Sleep,75,0,0,13,25,0
14,Light Sleep,76,0,0,9,18,0
14,Light Sleep,76,0,0,11,21,0
15,Light Sleep,76,0,0,9,16,0
16,Light Sleep,78,0,0,7,13,0
16,Light Sleep,77,0,0,8,14,0
16,Light Sleep,77,0,0,8,15,0
17,Light Sleep,79,0,0,6,12,0
17,Light Sleep,78,0,0,7,12,0
18,Light Sleep,80,0,0,6,11,0
19,Light Sleep,79,0,0,5,10,0
19,Light Sleep,80,0,0,6,11,0
20,Light Sleep,78,0,0,5,9,0
1,Light Sleep,58,0,0,8,13,0
1,Light Sleep,57,0,0,7,11,0
1,Light Sleep,56,0,0,5,7,0
1,REM Sleep,55,0,0,3,3,0
1,REM Sleep,57,0,0,1,1,0
2,Light Sleep,58,0,0,6,12,0
2,Light Sleep,60,0,0,2,5,0
2,Light Sleep,54,0,0,4,8,0
2,REM Sleep,55,0,0,3,7,0
2,Light Sleep,51,0,0,4,6,0
2,REM Sleep,54,0,0,3,5,0
2,Light Sleep,52,0,0,3,6,0
3,Floors Climbed,52,0,0,0,0,1
3,Light Sleep,51,0,0,7,10,0
5,Floors Climbed,55,0,0,0,0,1
5,Light Sleep,64,0,0,1,1,0
13,No Physical Activity,56,0,0,0,0,0
19,Running,126,120,77212,0,0,0
20,No Physical Activity,58,0,0,0,0,0
22,No Physical Activity,72,0,0,0,0,0
22,Running,152,10,11726,0,0,0
22,Running,152,10,13340,0,0,0
22,No Physical Activity,65,0,0,0,0,0
22,Running,150,20,15158,0,0,0
22,Running,148,20,18716,0,0,0
22,Running,144,40,26305,0,0,0
22,Running,134,60,42536,0,0,0
13,Walking,94,150,117490,0,0,0
0,Running,110,118,44170,0,0,0
0,Running,110,115,42851,0,0,0
0,Running,110,120,47877,0,0,0
0,Running,110,137,51867,0,0,0
0,Running,109,147,49776,0,0,0
0,Running,110,150,48699,0,0,0
1,Light Sleep,59,0,0,12,20,0
1,Light Sleep,57,0,0,11,18,0
1,Light Sleep,55,0,0,8,12,0
1,Running,118,130,81441,0,0,0
1,Light Sleep,54,0,0,3,4,0
1,REM Sleep,55,0,0,0,0,0
2,Light Sleep,60,0,0,10,20,0
2,REM Sleep,62,0,0,0,0,0
3,Running,120,120,84367,0,0,0
3,Light Sleep,57,0,0,7,14,0
3,Light Sleep,58,0,0,4,11,0
3,REM Sleep,57,0,0,4,9,0
3,REM Sleep,57,0,0,3,7,0
3,Light Sleep,50,0,0,6,8,0
3,REM Sleep,56,0,0,3,6,0
3,REM Sleep,55,0,0,3,5,0
3,Light Sleep,50,0,0,5,7,0
3,REM Sleep,55,0,0,2,5,0
3,Light Sleep,50,0,0,4,6,0
3,REM Sleep,52,0,0,2,4,0
3,REM Sleep,51,0,0,2,4,0
4,Floors Climbed,53,0,0,0,0,1
5,Floors Climbed,55,0,0,0,0,1
6,Light Sleep,65,0,0,1,1,0
7,Running,124,130,106231,0,0,0
9,Floors Climbed,68,0,0,0,0,1
10,No Physical Activity,56,0,0,0,0,0
17,No Physical Activity,57,0,0,0,0,0
20,Running,124,110,71521,0,0,0
21,No Physical Activity,62,0,0,0,0,0
22,Running,148,10,10596,0,0,0
22,No Physical Activity,70,0,0,0,0,0
22,Running,152,10,12168,0,0,0
22,Running,150,10,12915,0,0,0
22,Running,146,20,16139,0,0,0
22,Running,142,30,24011,0,0,0
22,Running,132,60,39759,0,0,0
8,Floors Climbed,67,0,0,0,0,1
15,Walking,92,160,119861,0,0,0
0,Running,110,121,46098,0,0,0
0,Running,112,115,45096,0,0,0
0,Running,112,104,40177,0,0,0
1,Light Sleep,58,0,0,9,16,0
1,Running,118,150,92747,0,0,0
1,Light Sleep,57,0,0,8,13,0
1,Running,116,170,96846,0,0,0
1,Light Sleep,55,0,0,5,8,0
1,REM Sleep,55,0,0,2,3,0
1,REM Sleep,57,0,0,0,0,0
2,Light Sleep,59,0,0,8,15,0
3,Light Sleep,51,0,0,9,12,0
3,Running,120,130,88698,0,0,0
3,Light Sleep,58,0,0,4,11,0
3,REM Sleep,57,0,0,4,8,0
3,Light Sleep,50,0,0,6,8,0
3,REM Sleep,56,0,0,3,7,0
3,REM Sleep,55,0,0,2,5,0
3,Light Sleep,56,0,0,2,4,0
3,REM Sleep,54,0,0,2,4,0
3,Light Sleep,50,0,0,4,6,0
3,REM Sleep,51,0,0,3,5,0
3,REM Sleep,52,0,0,2,4,0
4,Floors Climbed,53,0,0,0,0,1
5,Running,120,130,98409,0,0,0
7,No Physical Activity,55,0,0,0,0,0
7,Floors Climbed,65,0,0,0,0,1
9,Floors Climbed,68,0,0,0,0,1
9,Running,122,150,124298,0,0,0
13,No Physical Activity,57,0,0,0,0,0
19,Running,124,130,86805,0,0,0
20,No Physical Activity,58,0,0,0,0,0
21,Running,132,70,47400,0,0,0
22,No Physical Activity,72,0,0,0,0,0
22,Running,151,10,10934,0,0,0
22,No Physical Activity,66,0,0,0,0,0
22,Running,152,10,12367,0,0,0
22,Running,150,10,14130,0,0,0
22,Running,146,20,18615,0,0,0
22,Running,142,40,28344,0,0,0
12,Walking,93,170,131024,0,0,0
0,Running,110,117,44386,0,0,0
0,Running,111,114,43666,0,0,0
0,Running,111,118,49962,0,0,0
0,Running,112,144,54963,0,0,0
0,Running,111,140,49504,0,0,0
1,Running,116,170,99911,0,0,0
2,Running,118,150,94898,0,0,0
3,No Physical Activity,63,0,0,0,0,0
3,Light Sleep,62,0,0,14,12,0
3,Running,120,130,97030,0,0,0
3,Light Sleep,61,0,0,3,3,0
4,No Physical Activity,66,0,0,0,0,0
4,No Physical Activity,64,0,0,0,0,0
4,No Physical Activity,63,0,0,0,0,0
4,Light Sleep,63,0,0,1,1,0
5,Floors Climbed,68,0,0,0,0,1
5,No Physical Activity,68,0,0,0,0,0
5,No Physical Activity,65,0,0,0,0,0
5,Running,124,10,9766,0,0,0
5,No Physical Activity,62,0,0,0,0,0
5,Running,122,10,9281,0,0,0
5,No Physical Activity,61,0,0,0,0,0
5,Running,123,10,8926,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,Running,122,10,8622,0,0,0
6,No Physical Activity,70,0,0,0,0,0
6,No Physical Activity,66,0,0,0,0,0
6,Running,125,10,9631,0,0,0
6,Running,125,10,9048,0,0,0
6,Light Sleep,65,0,0,1,1,0
7,No Physical Activity,72,0,0,0,0,0
7,No Physical Activity,68,0,0,0,0,0
7,Running,122,150,119212,0,0,0
8,No Physical Activity,73,0,0,0,0,0
8,Floors Climbed,67,0,0,0,0,1
9,No Physical Activity,69,0,0,0,0,0
10,Floors Climbed,68,0,0,0,0,1
10,No Physical Activity,75,0,0,0,0,0
10,Floors Climbed,68,0,0,0,0,1
10,Floors Climbed,67,0,0,0,0,1
11,No Physical Activity,71,0,0,0,0,0
11,Floors Climbed,69,0,0,0,0,1
12,No Physical Activity,69,0,0,0,0,0
12,Running,154,10,9032,0,0,0
12,Floors Climbed,73,0,0,0,0,1
13,No Physical Activity,71,0,0,0,0,0
14,Floors Climbed,79,0,0,0,0,1
14,Running,144,10,7794,0,0,0
15,Running,156,10,12106,0,0,0
17,No Physical Activity,80,0,0,0,0,0
17,Running,156,10,15414,0,0,0
18,No Physical Activity,69,0,0,0,0,0
18,Running,144,10,7290,0,0,0
19,No Physical Activity,80,0,0,0,0,0
20,Running,154,20,41316,0,0,0
20,Running,158,10,12285,0,0,0
20,Running,156,20,16995,0,0,0
20,No Physical Activity,78,0,0,0,0,0
21,No Physical Activity,72,0,0,0,0,0
21,Running,156,10,16532,0,0,0
21,Running,156,20,17591,0,0,0
21,No Physical Activity,72,0,0,0,0,0
22,Running,170,40,49902,0,0,0
22,No Physical Activity,76,0,0,0,0,0
22,No Physical Activity,76,0,0,0,0,0
22,No Physical Activity,76,0,0,0,0,0
22,No Physical Activity,74,0,0,0,0,0
22,Running,160,20,21619,0,0,0
12,Floors Climbed,75,0,0,0,0,1
3,Light Sleep,68,0,0,8,18,0
3,REM Sleep,65,0,0,4,9,0
3,REM Sleep,63,0,0,2,4,0
3,REM Sleep,64,0,0,1,2,0
3,REM Sleep,67,0,0,0,1,0
4,Light Sleep,72,0,0,14,27,0
5,Light Sleep,76,0,0,19,34,0
6,Light Sleep,71,0,0,0,0,0
7,Light Sleep,79,0,0,20,35,0
9,Light Sleep,81,0,0,19,33,0
11,Light Sleep,82,0,0,16,30,0
12,Light Sleep,83,0,0,14,27,0
14,Light Sleep,83,0,0,13,24,0
15,Light Sleep,84,0,0,11,21,0
15,Light Sleep,84,0,0,12,22,0
16,Light Sleep,84,0,0,9,17,0
16,Light Sleep,84,0,0,10,18,0
16,Light Sleep,84,0,0,11,19,0
17,Light Sleep,85,0,0,7,15,0
17,Light Sleep,85,0,0,8,15,0
18,REM Sleep,85,0,0,6,14,0
18,Light Sleep,85,0,0,6,14,0
5,No Physical Activity,66,0,0,0,0,0
5,No Physical Activity,63,0,0,0,0,0
5,No Physical Activity,61,0,0,0,0,0
6,No Physical Activity,70,0,0,0,0,0
6,No Physical Activity,68,0,0,0,0,0
7,Running,146,10,8453,0,0,0
7,No Physical Activity,71,0,0,0,0,0
8,Running,148,10,8901,0,0,0
9,Running,152,10,9493,0,0,0
9,Light Sleep,69,0,0,4,9,0
10,Running,154,10,10193,0,0,0
10,Light Sleep,72,0,0,6,13,0
10,Light Sleep,70,0,0,5,11,0
10,Floors Climbed,68,0,0,0,0,1
10,Light Sleep,68,0,0,3,7,0
10,REM Sleep,67,0,0,2,5,0
10,REM Sleep,67,0,0,2,3,0
11,Light Sleep,76,0,0,7,15,0
11,Running,158,10,11081,0,0,0
11,Light Sleep,74,0,0,6,14,0
11,Running,138,10,11499,0,0,0
11,No Physical Activity,69,0,0,0,0,0
11,REM Sleep,68,0,0,1,3,0
12,Light Sleep,79,0,0,7,17,0
12,Light Sleep,77,0,0,7,16,0
12,Running,160,10,12307,0,0,0
12,Light Sleep,70,0,0,1,2,0
13,Light Sleep,81,0,0,8,18,0
13,Light Sleep,80,0,0,7,17,0
14,Light Sleep,83,0,0,9,19,0
14,Light Sleep,82,0,0,8,18,0
14,Light Sleep,82,0,0,8,18,0
14,No Physical Activity,72,0,0,0,0,0
14,Running,164,10,13970,0,0,0
14,Light Sleep,72,0,0,0,0,0
15,Light Sleep,84,0,0,10,20,0
15,Light Sleep,83,0,0,10,20,0
15,No Physical Activity,75,0,0,0,0,0
16,Light Sleep,84,0,0,10,18,0
16,Light Sleep,84,0,0,11,19,0
16,Running,168,10,15528,0,0,0
17,Light Sleep,85,0,0,8,16,0
17,Light Sleep,84,0,0,9,17,0
18,REM Sleep,85,0,0,6,14,0
18,Light Sleep,85,0,0,7,15,0
18,Light Sleep,73,0,0,0,0,0
19,No Physical Activity,81,0,0,0,0,0
19,Running,170,10,15172,0,0,0
20,Running,172,10,13019,0,0,0
20,Running,152,20,31271,0,0,0
21,No Physical Activity,84,0,0,0,0,0
21,Running,170,10,9934,0,0,0
21,Floors Climbed,77,0,0,0,0,1
22,Running,171,15,19326,0,0,0
22,No Physical Activity,84,0,0,0,0,0
22,No Physical Activity,81,0,0,0,0,0
1,Floors Climbed,57,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
2,Floors Climbed,58,0,0,0,0,1
2,Floors Climbed,58,0,0,0,0,1
2,No Physical Activity,57,0,0,0,0,0
2,Floors Climbed,56,0,0,0,0,1
3,Floors Climbed,59,0,0,0,0,1
3,No Physical Activity,58,0,0,0,0,0
3,No Physical Activity,58,0,0,0,0,0
3,No Physical Activity,57,0,0,0,0,0
4,No Physical Activity,58,0,0,0,0,0
4,No Physical Activity,58,0,0,0,0,0
4,Light Sleep,60,0,0,7,7,0
4,No Physical Activity,58,0,0,0,0,0
5,Light Sleep,67,0,0,6,10,0
5,Light Sleep,66,0,0,7,10,0
5,No Physical Activity,59,0,0,0,0,0
5,Light Sleep,64,0,0,7,10,0
5,No Physical Activity,59,0,0,0,0,0
5,Light Sleep,62,0,0,7,9,0
5,Light Sleep,62,0,0,7,8,0
6,Light Sleep,76,0,0,11,24,0
6,Light Sleep,75,0,0,9,19,0
6,Light Sleep,74,0,0,8,16,0
6,Light Sleep,73,0,0,7,14,0
6,Light Sleep,71,0,0,6,12,0
6,Light Sleep,70,0,0,6,11,0
6,No Physical Activity,66,0,0,0,0,0
6,Light Sleep,69,0,0,6,10,0
6,No Physical Activity,65,0,0,0,0,0
6,Light Sleep,68,0,0,6,10,0
6,No Physical Activity,62,0,0,0,0,0
6,No Physical Activity,60,0,0,0,0,0
6,No Physical Activity,60,0,0,0,0,0
7,Light Sleep,77,0,0,14,29,0
7,Light Sleep,77,0,0,13,27,0
7,Running,146,10,8325,0,0,0
7,No Physical Activity,71,0,0,0,0,0
7,No Physical Activity,70,0,0,0,0,0
7,No Physical Activity,68,0,0,0,0,0
7,No Physical Activity,64,0,0,0,0,0
8,Light Sleep,77,0,0,15,30,0
8,Running,150,10,8899,0,0,0
9,Light Sleep,77,0,0,15,28,0
9,Light Sleep,77,0,0,15,29,0
9,Running,154,10,9602,0,0,0
10,Light Sleep,78,0,0,15,27,0
10,Running,158,10,10601,0,0,0
10,No Physical Activity,68,0,0,0,0,0
11,Light Sleep,78,0,0,14,26,0
11,Running,160,10,12137,0,0,0
12,Light Sleep,79,0,0,13,25,0
12,Running,162,10,14580,0,0,0
12,No Physical Activity,69,0,0,0,0,0
13,Light Sleep,80,0,0,12,22,0
13,Light Sleep,79,0,0,12,24,0
14,Light Sleep,80,0,0,11,21,0
14,Running,166,20,18064,0,0,0
15,Running,168,20,21412,0,0,0
15,Light Sleep,80,0,0,10,20,0
15,No Physical Activity,73,0,0,0,0,0
16,Light Sleep,80,0,0,9,18,0
17,Light Sleep,80,0,0,9,17,0
17,Running,170,20,22160,0,0,0
17,Light Sleep,80,0,0,9,18,0
18,Light Sleep,80,0,0,9,17,0
18,No Physical Activity,78,0,0,0,0,0
19,No Physical Activity,83,0,0,0,0,0
19,Light Sleep,81,0,0,8,15,0
19,Running,170,20,18900,0,0,0
19,Light Sleep,81,0,0,9,16,0
20,Light Sleep,78,0,0,4,8,0
20,No Physical Activity,86,0,0,0,0,0
20,Light Sleep,80,0,0,6,13,0
20,Running,172,10,12594,0,0,0
21,Light Sleep,79,0,0,4,8,0
4,No Physical Activity,61,0,0,0,0,0
4,No Physical Activity,61,0,0,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,Running,120,10,9131,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,Running,120,10,9003,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,Light Sleep,65,0,0,12,12,0
5,Light Sleep,64,0,0,2,3,0
6,No Physical Activity,62,0,0,0,0,0
6,No Physical Activity,62,0,0,0,0,0
6,Running,119,10,9312,0,0,0
7,Floors Climbed,69,0,0,0,0,1
7,No Physical Activity,63,0,0,0,0,0
7,Light Sleep,66,0,0,2,1,0
8,Light Sleep,67,0,0,2,1,0
9,No Physical Activity,64,0,0,0,0,0
9,Floors Climbed,68,0,0,0,0,1
9,Floors Climbed,66,0,0,0,0,1
10,No Physical Activity,65,0,0,0,0,0
12,No Physical Activity,65,0,0,0,0,0
13,No Physical Activity,70,0,0,0,0,0
14,No Physical Activity,66,0,0,0,0,0
16,No Physical Activity,67,0,0,0,0,0
18,No Physical Activity,67,0,0,0,0,0
19,No Physical Activity,71,0,0,0,0,0
20,No Physical Activity,67,0,0,0,0,0
21,No Physical Activity,73,0,0,0,0,0
21,No Physical Activity,69,0,0,0,0,0
21,No Physical Activity,68,0,0,0,0,0
22,No Physical Activity,74,0,0,0,0,0
22,No Physical Activity,72,0,0,0,0,0
22,No Physical Activity,70,0,0,0,0,0
1,Light Sleep,59,0,0,11,19,0
1,Light Sleep,58,0,0,11,17,0
1,Light Sleep,56,0,0,8,11,0
1,Light Sleep,55,0,0,3,5,0
1,REM Sleep,56,0,0,1,1,0
2,Light Sleep,60,0,0,10,18,0
2,REM Sleep,61,0,0,0,0,0
3,No Physical Activity,64,0,0,0,0,0
3,Light Sleep,57,0,0,7,14,0
3,Light Sleep,58,0,0,5,12,0
3,Light Sleep,58,0,0,4,9,0
3,REM Sleep,57,0,0,3,8,0
3,Light Sleep,50,0,0,6,8,0
3,REM Sleep,56,0,0,3,6,0
3,REM Sleep,55,0,0,2,5,0
3,Light Sleep,50,0,0,5,7,0
3,REM Sleep,54,0,0,2,4,0
3,Light Sleep,50,0,0,4,6,0
3,REM Sleep,51,0,0,3,5,0
3,REM Sleep,52,0,0,2,4,0
4,No Physical Activity,63,0,0,0,0,0
4,No Physical Activity,63,0,0,0,0,0
4,Floors Climbed,53,0,0,0,0,1
5,No Physical Activity,66,0,0,0,0,0
5,No Physical Activity,61,0,0,0,0,0
5,Running,120,10,9237,0,0,0
6,No Physical Activity,67,0,0,0,0,0
6,Floors Climbed,55,0,0,0,0,1
6,Light Sleep,65,0,0,1,1,0
7,No Physical Activity,68,0,0,0,0,0
8,No Physical Activity,69,0,0,0,0,0
9,Floors Climbed,67,0,0,0,0,1
10,No Physical Activity,71,0,0,0,0,0
11,No Physical Activity,56,0,0,0,0,0
11,No Physical Activity,68,0,0,0,0,0
11,Floors Climbed,70,0,0,0,0,1
12,No Physical Activity,72,0,0,0,0,0
12,Floors Climbed,73,0,0,0,0,1
14,Floors Climbed,79,0,0,0,0,1
15,No Physical Activity,73,0,0,0,0,0
16,No Physical Activity,81,0,0,0,0,0
17,Running,148,10,10419,0,0,0
18,No Physical Activity,80,0,0,0,0,0
18,No Physical Activity,58,0,0,0,0,0
19,No Physical Activity,79,0,0,0,0,0
19,Running,150,10,11744,0,0,0
19,Running,124,120,82607,0,0,0
20,Running,154,10,9829,0,0,0
20,Running,152,10,11930,0,0,0
20,Running,150,10,12354,0,0,0
21,No Physical Activity,63,0,0,0,0,0
21,Running,132,70,45211,0,0,0
22,Running,148,10,10606,0,0,0
22,No Physical Activity,71,0,0,0,0,0
22,Running,152,10,11822,0,0,0
22,Running,152,10,12160,0,0,0
22,Running,148,10,13593,0,0,0
22,Running,146,20,17731,0,0,0
22,Running,140,40,26861,0,0,0
13,Walking,93,160,127707,0,0,0
0,Running,110,123,47373,0,0,0
0,Running,112,110,43632,0,0,0
0,Running,112,110,41961,0,0,0
1,Running,118,160,97209,0,0,0
2,Running,120,140,92039,0,0,0
4,Running,120,130,96366,0,0,0
8,Running,122,150,119477,0,0,0
10,No Physical Activity,69,0,0,0,0,0
13,No Physical Activity,70,0,0,0,0,0
17,Running,148,10,15513,0,0,0
21,Running,162,10,15524,0,0,0
21,Running,164,10,6173,0,0,0
22,Running,176,10,17537,0,0,0
22,Running,172,10,15960,0,0,0
22,Running,168,10,9032,0,0,0
10,Floors Climbed,68,0,0,0,0,1
15,Running,156,10,6905,0,0,0
0,Floors Climbed,54,0,0,0,0,1
0,Floors Climbed,52,0,0,0,0,1
0,Floors Climbed,50,0,0,0,0,1
0,Floors Climbed,49,0,0,0,0,1
0,Light Sleep,49,0,0,7,6,0
0,Light Sleep,49,0,0,5,4,0
0,Light Sleep,49,0,0,3,2,0
0,Floors Climbed,55,0,0,0,0,1
0,Light Sleep,49,0,0,2,1,0
0,Floors Climbed,53,0,0,0,0,1
0,Light Sleep,51,0,0,1,0,0
1,Floors Climbed,59,0,0,0,0,1
1,Floors Climbed,57,0,0,0,0,1
1,Floors Climbed,59,0,0,0,0,1
2,Floors Climbed,61,0,0,0,0,1
2,Floors Climbed,62,0,0,0,0,1
3,Light Sleep,65,0,0,19,30,0
3,Light Sleep,63,0,0,19,28,0
4,Light Sleep,67,0,0,19,31,0
5,Light Sleep,69,0,0,18,33,0
5,No Physical Activity,67,0,0,0,0,0
6,Light Sleep,70,0,0,18,33,0
7,Light Sleep,72,0,0,18,32,0
9,Light Sleep,73,0,0,17,29,0
9,No Physical Activity,73,0,0,0,0,0
10,Light Sleep,74,0,0,15,26,0
12,Light Sleep,74,0,0,13,23,0
13,Light Sleep,75,0,0,11,19,0
14,Light Sleep,75,0,0,10,17,0
15,Light Sleep,76,0,0,10,15,0
16,Light Sleep,78,0,0,8,13,0
16,Light Sleep,77,0,0,9,14,0
17,Light Sleep,79,0,0,6,11,0
17,Light Sleep,79,0,0,7,12,0
18,Light Sleep,80,0,0,6,11,0
19,Light Sleep,79,0,0,5,10,0
19,Light Sleep,80,0,0,6,11,0
20,Light Sleep,78,0,0,5,9,0
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
2,Floors Climbed,57,0,0,0,0,1
2,Floors Climbed,57,0,0,0,0,1
2,Floors Climbed,57,0,0,0,0,1
2,No Physical Activity,58,0,0,0,0,0
2,No Physical Activity,56,0,0,0,0,0
2,No Physical Activity,56,0,0,0,0,0
3,Light Sleep,63,0,0,10,13,0
3,Light Sleep,60,0,0,9,10,0
3,Light Sleep,58,0,0,7,7,0
3,Light Sleep,56,0,0,6,6,0
3,Light Sleep,54,0,0,4,4,0
3,Light Sleep,53,0,0,4,3,0
3,Floors Climbed,57,0,0,0,0,1
3,Light Sleep,56,0,0,8,8,0
3,Light Sleep,56,0,0,8,8,0
3,No Physical Activity,59,0,0,0,0,0
3,No Physical Activity,58,0,0,0,0,0
4,Light Sleep,69,0,0,12,21,0
4,Light Sleep,66,0,0,11,17,0
4,No Physical Activity,62,0,0,0,0,0
4,No Physical Activity,61,0,0,0,0,0
4,Light Sleep,53,0,0,4,3,0
4,Light Sleep,54,0,0,5,5,0
4,No Physical Activity,61,0,0,0,0,0
4,No Physical Activity,60,0,0,0,0,0
5,Light Sleep,74,0,0,14,28,0
5,Light Sleep,72,0,0,13,25,0
5,No Physical Activity,62,0,0,0,0,0
5,Running,120,10,9145,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,No Physical Activity,64,0,0,0,0,0
5,No Physical Activity,62,0,0,0,0,0
5,No Physical Activity,62,0,0,0,0,0
6,Light Sleep,76,0,0,16,33,0
6,Light Sleep,75,0,0,15,31,0
6,No Physical Activity,63,0,0,0,0,0
6,Running,140,10,8112,0,0,0
6,No Physical Activity,68,0,0,0,0,0
6,No Physical Activity,66,0,0,0,0,0
6,No Physical Activity,64,0,0,0,0,0
7,Light Sleep,77,0,0,17,35,0
7,Running,148,10,10491,0,0,0
7,No Physical Activity,64,0,0,0,0,0
7,Running,144,10,9222,0,0,0
8,Light Sleep,77,0,0,18,35,0
8,Running,154,10,11720,0,0,0
8,No Physical Activity,65,0,0,0,0,0
9,Light Sleep,78,0,0,18,35,0
9,Running,160,10,12822,0,0,0
9,Floors Climbed,68,0,0,0,0,1
10,Light Sleep,78,0,0,19,34,0
10,Floors Climbed,68,0,0,0,0,1
10,No Physical Activity,66,0,0,0,0,0
10,No Physical Activity,67,0,0,0,0,0
11,Running,164,10,14321,0,0,0
12,Light Sleep,78,0,0,18,33,0
12,No Physical Activity,68,0,0,0,0,0
12,No Physical Activity,70,0,0,0,0,0
13,Light Sleep,79,0,0,16,29,0
13,Running,168,20,17520,0,0,0
13,Light Sleep,78,0,0,17,31,0
13,Floors Climbed,74,0,0,0,0,1
14,Light Sleep,79,0,0,14,26,0
14,Floors Climbed,79,0,0,0,0,1
14,Floors Climbed,77,0,0,0,0,1
14,No Physical Activity,68,0,0,0,0,0
14,No Physical Activity,73,0,0,0,0,0
15,Running,172,30,23712,0,0,0
15,Light Sleep,80,0,0,12,24,0
15,Floors Climbed,80,0,0,0,0,1
16,Light Sleep,80,0,0,10,21,0
16,No Physical Activity,79,0,0,0,0,0
16,No Physical Activity,78,0,0,0,0,0
16,No Physical Activity,69,0,0,0,0,0
17,Light Sleep,81,0,0,8,17,0
17,Light Sleep,80,0,0,9,19,0
17,No Physical Activity,77,0,0,0,0,0
18,Running,172,40,30752,0,0,0
18,Light Sleep,81,0,0,8,15,0
18,No Physical Activity,73,0,0,0,0,0
18,No Physical Activity,75,0,0,0,0,0
18,No Physical Activity,70,0,0,0,0,0
19,No Physical Activity,83,0,0,0,0,0
19,Light Sleep,81,0,0,7,13,0
19,Light Sleep,81,0,0,7,14,0
19,No Physical Activity,71,0,0,0,0,0
19,No Physical Activity,70,0,0,0,0,0
20,Running,168,10,13258,0,0,0
20,Light Sleep,78,0,0,5,9,0
20,Running,170,50,35251,0,0,0
20,Light Sleep,81,0,0,6,11,0
21,Running,169,35,30234,0,0,0
1,Light Sleep,56,0,0,7,11,0
1,Light Sleep,54,0,0,3,4,0
1,REM Sleep,56,0,0,1,1,0
2,Light Sleep,56,0,0,13,19,0
2,Light Sleep,56,0,0,9,14,0
2,REM Sleep,61,0,0,0,0,0
3,Floors Climbed,57,0,0,0,0,1
6,Light Sleep,65,0,0,1,1,0
7,Floors Climbed,59,0,0,0,0,1
8,Floors Climbed,67,0,0,0,0,1
15,No Physical Activity,59,0,0,0,0,0
16,Walking,98,130,91544,0,0,0
20,No Physical Activity,61,0,0,0,0,0
20,Running,132,80,54532,0,0,0
